Year,Month,Day,Hour,Half,Season,dayOfWeek,isHoliday,isWorkday,rh_10,t_10,Value
2016,1,1,0,0,4,5,1,1,77.89294,-3.1860719,87.164
2016,1,1,0,1,4,5,1,1,82.331325,-3.7343202,97.668
2016,1,1,1,0,4,5,1,1,86.76971,-4.2825685,76.5
2016,1,1,1,1,4,5,1,1,88.1004,-4.65524925,75.3
2016,1,1,2,0,4,5,1,1,89.43109,-5.02793,66.236
2016,1,1,2,1,4,5,1,1,89.34129,-5.10654315,62.464
2016,1,1,3,0,4,5,1,1,89.25149,-5.1851563,88.436
2016,1,1,3,1,4,5,1,1,88.748945,-5.09714365,98.996
2016,1,1,4,0,4,5,1,1,88.2464,-5.009131,63.232
2016,1,1,4,1,4,5,1,1,88.14583,-5.005118,105.136
2016,1,1,5,0,4,5,1,1,88.04526,-5.001105,106.464
2016,1,1,5,1,4,5,1,1,88.461365,-5.137488,74.668
2016,1,1,6,0,4,5,1,1,88.87747,-5.273871,33.936
2016,1,1,6,1,4,5,1,1,89.889375,-5.5266328,48.596
2016,1,1,7,0,4,5,1,1,90.90128,-5.7793946,57.404
2016,1,1,7,1,4,5,1,1,86.960945,-5.53452155,72.3
2016,1,1,8,0,4,5,1,1,83.02061,-5.2896485,78.064
2016,1,1,8,1,4,5,1,1,76.471005,-4.20636605,70.168
2016,1,1,9,0,4,5,1,1,69.9214,-3.1230836,80.1
2016,1,1,9,1,4,5,1,1,64.233493,-1.745367485,100.4
2016,1,1,10,0,4,5,1,1,58.545586,-0.36765137,101.3
2016,1,1,10,1,4,5,1,1,53.166923,1.308496065,105.7
2016,1,1,11,0,4,5,1,1,47.78826,2.9846435,93.2
2016,1,1,11,1,4,5,1,1,44.7945835,4.25435775,97.2
2016,1,1,12,0,4,5,1,1,41.800907,5.524072,98.7
2016,1,1,12,1,4,5,1,1,40.624027,6.4616484,92.4
2016,1,1,13,0,4,5,1,1,39.447147,7.3992248,98.7
2016,1,1,13,1,4,5,1,1,44.0346985,7.6333099,90.2
2016,1,1,14,0,4,5,1,1,48.62225,7.867395,94.3
2016,1,1,14,1,4,5,1,1,55.2577515,7.04134515,90.2
2016,1,1,15,0,4,5,1,1,61.893253,6.2152953,88.7
2016,1,1,15,1,4,5,1,1,63.8907335,4.99445485,99.6
2016,1,1,16,0,4,5,1,1,65.888214,3.7736144,89.9
2016,1,1,16,1,4,5,1,1,67.962622,3.05524585,91.7
2016,1,1,17,0,4,5,1,1,70.03703,2.3368773,91.1
2016,1,1,17,1,4,5,1,1,70.429695,2.15361935,102.1
2016,1,1,18,0,4,5,1,1,70.82236,1.9703614,100.7
2016,1,1,18,1,4,5,1,1,69.751605,2.0468689,102
2016,1,1,19,0,4,5,1,1,68.68085,2.1233764,93.9
2016,1,1,19,1,4,5,1,1,67.289635,2.2006622,91.9
2016,1,1,20,0,4,5,1,1,65.89842,2.277948,94.6
2016,1,1,20,1,4,5,1,1,65.80418,2.12220155,89.3
2016,1,1,21,0,4,5,1,1,65.70994,1.9664551,89.3
2016,1,1,21,1,4,5,1,1,67.85032,1.524881,86.6
2016,1,1,22,0,4,5,1,1,69.9907,1.0833069,90.5
2016,1,1,22,1,4,5,1,1,73.63552,0.39176331,77.8
2016,1,1,23,0,4,5,1,1,77.28034,-0.29978028,75.1
2016,1,1,23,1,4,5,1,1,79.53214,-0.88834229,77
2016,1,2,0,0,4,6,1,0,81.78394,-1.4769043,81.9
2016,1,2,0,1,4,6,1,0,82.836035,-1.89548345,75.6
2016,1,2,1,0,4,6,1,0,83.88813,-2.3140626,76.4
2016,1,2,1,1,4,6,1,0,84.20232,-2.62464,76.1
2016,1,2,2,0,4,6,1,0,84.51651,-2.9352174,80
2016,1,2,2,1,4,6,1,0,84.567915,-3.23813485,75.8
2016,1,2,3,0,4,6,1,0,84.61932,-3.5410523,74.7
2016,1,2,3,1,4,6,1,0,84.47953,-3.84558715,80
2016,1,2,4,0,4,6,1,0,84.33974,-4.150122,74.8
2016,1,2,4,1,4,6,1,0,84.047135,-4.352469,75
2016,1,2,5,0,4,6,1,0,83.75453,-4.554816,74.3
2016,1,2,5,1,4,6,1,0,83.319345,-4.66972985,81.1
2016,1,2,6,0,4,6,1,0,82.88416,-4.7846437,75.7
2016,1,2,6,1,4,6,1,0,82.16555,-4.80634165,74.7
2016,1,2,7,0,4,6,1,0,81.44694,-4.8280396,75
2016,1,2,7,1,4,6,1,0,76.68239,-4.1458497,84.5
2016,1,2,8,0,4,6,1,0,71.91784,-3.4636598,79.4
2016,1,2,8,1,4,6,1,0,66.30788,-2.26204535,82.8
2016,1,2,9,0,4,6,1,0,60.69792,-1.0604309,93.9
2016,1,2,9,1,4,6,1,0,55.1328,0.39689025,96.4
2016,1,2,10,0,4,6,1,0,49.56768,1.8542114,92
2016,1,2,10,1,4,6,1,0,45.416195,3.30248405,96.2
2016,1,2,11,0,4,6,1,0,41.26471,4.7507567,100.6
2016,1,2,11,1,4,6,1,0,39.606775,5.704843,105.9
2016,1,2,12,0,4,6,1,0,37.94884,6.6589293,94.9
2016,1,2,12,1,4,6,1,0,37.7218375,7.32561635,103.5
2016,1,2,13,0,4,6,1,0,37.494835,7.9923034,98.1
2016,1,2,13,1,4,6,1,0,41.4454075,8.1110017,97.3
2016,1,2,14,0,4,6,1,0,45.39598,8.2297,94.9
2016,1,2,14,1,4,6,1,0,46.3398565,7.5775697,95.4
2016,1,2,15,0,4,6,1,0,47.283733,6.9254394,102.8
2016,1,2,15,1,4,6,1,0,48.1700115,6.1056152,96.9
2016,1,2,16,0,4,6,1,0,49.05629,5.285791,96.9
2016,1,2,16,1,4,6,1,0,50.381165,4.7641235,98.7
2016,1,2,17,0,4,6,1,0,51.70604,4.242456,105.1
2016,1,2,17,1,4,6,1,0,53.602215,3.92478325,95.4
2016,1,2,18,0,4,6,1,0,55.49839,3.6071105,100.8
2016,1,2,18,1,4,6,1,0,57.189333,3.36342765,99.5
2016,1,2,19,0,4,6,1,0,58.880276,3.1197448,106.9
2016,1,2,19,1,4,6,1,0,61.0090105,2.8403869,99.3
2016,1,2,20,0,4,6,1,0,63.137745,2.561029,98.9
2016,1,2,20,1,4,6,1,0,65.0329495,2.2715698,99.2
2016,1,2,21,0,4,6,1,0,66.928154,1.9821106,104.8
2016,1,2,21,1,4,6,1,0,69.138752,1.62349855,97.2
2016,1,2,22,0,4,6,1,0,71.34935,1.2648865,97.2
2016,1,2,22,1,4,6,1,0,73.164315,0.87395631,90.1
2016,1,2,23,0,4,6,1,0,74.97928,0.48302612,95.9
2016,1,2,23,1,4,6,1,0,75.5952425,0.12806091,86.4
2016,1,3,0,0,4,7,1,0,76.211205,-0.2269043,85.2
2016,1,3,0,1,4,7,1,0,76.6015425,-0.5997833,93.1
2016,1,3,1,0,4,7,1,0,76.99188,-0.9726623,83.8
2016,1,3,1,1,4,7,1,0,76.8123,-1.2967285,82.8
2016,1,3,2,0,4,7,1,0,76.63272,-1.6207947,83.3
2016,1,3,2,1,4,7,1,0,76.2637475,-1.886435,90
2016,1,3,3,0,4,7,1,0,75.894775,-2.1520753,82.7
2016,1,3,3,1,4,7,1,0,74.92057,-2.22969675,82.1
2016,1,3,4,0,4,7,1,0,73.946365,-2.3073182,79.3
2016,1,3,4,1,4,7,1,0,73.1763575,-2.3906312,84.9
2016,1,3,5,0,4,7,1,0,72.40635,-2.4739442,77.8
2016,1,3,5,1,4,7,1,0,72.685925,-2.72292185,79.6
2016,1,3,6,0,4,7,1,0,72.9655,-2.9718995,79.4
2016,1,3,6,1,4,7,1,0,74.23093,-3.220984,84.3
2016,1,3,7,0,4,7,1,0,75.49636,-3.4700685,79.6
2016,1,3,7,1,4,7,1,0,75.765855,-3.4841371,76.564
2016,1,3,8,0,4,7,1,0,76.03535,-3.4982057,86.6
2016,1,3,8,1,4,7,1,0,71.95817,-3.003119,98.6
2016,1,3,9,0,4,7,1,0,67.88099,-2.5080323,98.5
2016,1,3,9,1,4,7,1,0,62.047299,-1.67957155,105.2
2016,1,3,10,0,4,7,1,0,56.213608,-0.8511108,103.4
2016,1,3,10,1,4,7,1,0,52.488331,0.0789734,117.6
2016,1,3,11,0,4,7,1,0,48.763054,1.0090576,104.6
2016,1,3,11,1,4,7,1,0,46.148782,1.98603205,113.836
2016,1,3,12,0,4,7,1,0,43.53451,2.9630065,92.668
2016,1,3,12,1,4,7,1,0,41.913125,3.8056731,108.596
2016,1,3,13,0,4,7,1,0,40.29174,4.6483397,104.2
2016,1,3,13,1,4,7,1,0,40.483324,5.03757615,112.168
2016,1,3,14,0,4,7,1,0,40.674908,5.4268126,110.4
2016,1,3,14,1,4,7,1,0,47.508829,4.90773915,103.5
2016,1,3,15,0,4,7,1,0,54.34275,4.3886657,106.2
2016,1,3,15,1,4,7,1,0,56.032445,3.39046625,105.8
2016,1,3,16,0,4,7,1,0,57.72214,2.3922668,116.6
2016,1,3,16,1,4,7,1,0,57.946134,1.7364288,112.2
2016,1,3,17,0,4,7,1,0,58.170128,1.0805908,123
2016,1,3,17,1,4,7,1,0,58.0631655,0.84343872,119.5
2016,1,3,18,0,4,7,1,0,57.956203,0.60628664,132.8
2016,1,3,18,1,4,7,1,0,59.0478305,0.47692262,114.5
2016,1,3,19,0,4,7,1,0,60.139458,0.3475586,110.9
2016,1,3,19,1,4,7,1,0,63.3077165,0.1738833,110.8
2016,1,3,20,0,4,7,1,0,66.475975,0.000208,118.3
2016,1,3,20,1,4,7,1,0,67.9601325,-0.27403845,108.9
2016,1,3,21,0,4,7,1,0,69.44429,-0.5482849,108.5
2016,1,3,21,1,4,7,1,0,69.827145,-0.918692,108.7
2016,1,3,22,0,4,7,1,0,70.21,-1.2890991,116.3
2016,1,3,22,1,4,7,1,0,70.63923,-1.7734131,103
2016,1,3,23,0,4,7,1,0,71.06846,-2.2577271,103.4
2016,1,3,23,1,4,7,1,0,71.4258125,-2.7428803,98
2016,1,4,0,0,4,1,0,1,71.783165,-3.2280335,109.1
2016,1,4,0,1,4,1,0,1,72.1618675,-3.66196295,90.3
2016,1,4,1,0,4,1,0,1,72.54057,-4.0958924,79.9
2016,1,4,1,1,4,1,0,1,73.051725,-4.4592652,80
2016,1,4,2,0,4,1,0,1,73.56288,-4.822638,87.6
2016,1,4,2,1,4,1,0,1,74.07008,-5.1577515,80.4
2016,1,4,3,0,4,1,0,1,74.57728,-5.492865,79.6
2016,1,4,3,1,4,1,0,1,74.86501,-5.7995362,79
2016,1,4,4,0,4,1,0,1,75.15274,-6.1062074,84.8
2016,1,4,4,1,4,1,0,1,74.98611,-6.2911287,774.568
2016,1,4,5,0,4,1,0,1,74.81948,-6.47605,371.836
2016,1,4,5,1,4,1,0,1,74.350965,-6.5888887,556.632
2016,1,4,6,0,4,1,0,1,73.88245,-6.7017274,822.696
2016,1,4,6,1,4,1,0,1,72.37224,-6.6442627,745.168
2016,1,4,7,0,4,1,0,1,70.86203,-6.586798,635.968
2016,1,4,7,1,4,1,0,1,65.833147,-6.00136415,571.432
2016,1,4,8,0,4,1,0,1,60.804264,-5.4159303,564.732
2016,1,4,8,1,4,1,0,1,53.739507,-4.70197155,805.136
2016,1,4,9,0,4,1,0,1,46.67475,-3.9880128,837.032
2016,1,4,9,1,4,1,0,1,42.2904315,-3.41638805,498.1
2016,1,4,10,0,4,1,0,1,37.906113,-2.8447633,607.804
2016,1,4,10,1,4,1,0,1,35.5339715,-2.25644535,818.132
2016,1,4,11,0,4,1,0,1,33.16183,-1.6681274,1068.096
2016,1,4,11,1,4,1,0,1,31.39057,-1.07178343,859.472
2016,1,4,12,0,4,1,0,1,29.61931,-0.47543946,434.128
2016,1,4,12,1,4,1,0,1,28.6063755,0.00103149,630.204
2016,1,4,13,0,4,1,0,1,27.593441,0.47750244,416.996
2016,1,4,13,1,4,1,0,1,27.5463135,0.718286145,269.868
2016,1,4,14,0,4,1,0,1,27.499186,0.95906985,315.036
2016,1,4,14,1,4,1,0,1,29.901578,0.875238075,194.164
2016,1,4,15,0,4,1,0,1,32.30397,0.7914063,188.6
2016,1,4,15,1,4,1,0,1,38.381908,0.150598165,231.504
2016,1,4,16,0,4,1,0,1,44.459846,-0.49020997,198.4
2016,1,4,16,1,4,1,0,1,47.741318,-1.241415385,193.228
2016,1,4,17,0,4,1,0,1,51.02279,-1.9926208,201.468
2016,1,4,17,1,4,1,0,1,51.8843465,-2.6248993,203.9
2016,1,4,18,0,4,1,0,1,52.745903,-3.2571778,174.436
2016,1,4,18,1,4,1,0,1,53.4332315,-3.8989472,167.732
2016,1,4,19,0,4,1,0,1,54.12056,-4.5407166,153.468
2016,1,4,19,1,4,1,0,1,55.06156,-5.1183686,174.432
2016,1,4,20,0,4,1,0,1,56.00256,-5.6960206,106.836
2016,1,4,20,1,4,1,0,1,56.5859015,-6.15146495,201.232
2016,1,4,21,0,4,1,0,1,57.169243,-6.6069093,101.164
2016,1,4,21,1,4,1,0,1,57.4024915,-6.99713765,106.636
2016,1,4,22,0,4,1,0,1,57.63574,-7.387366,182.464
2016,1,4,22,1,4,1,0,1,58.026631,-7.7644255,89.068
2016,1,4,23,0,4,1,0,1,58.417522,-8.141485,256.468
2016,1,4,23,1,4,1,0,1,59.094461,-8.4944055,451.396
2016,1,5,0,0,4,2,0,1,59.7714,-8.847326,342.068
2016,1,5,0,1,4,2,0,1,60.74612,-9.151327,513.368
2016,1,5,1,0,4,2,0,1,61.72084,-9.455328,449.864
2016,1,5,1,1,4,2,0,1,62.311119,-9.6877955,249.668
2016,1,5,2,0,4,2,0,1,62.901398,-9.920263,439.868
2016,1,5,2,1,4,2,0,1,63.120121,-10.129446,906.8
2016,1,5,3,0,4,2,0,1,63.338844,-10.338629,1077.664
2016,1,5,3,1,4,2,0,1,63.6182555,-10.543005,971.172
2016,1,5,4,0,4,2,0,1,63.897667,-10.747381,603.696
2016,1,5,4,1,4,2,0,1,64.1908915,-10.88825025,507.032
2016,1,5,5,0,4,2,0,1,64.484116,-11.0291195,550.572
2016,1,5,5,1,4,2,0,1,64.679503,-11.10962475,434.6
2016,1,5,6,0,4,2,0,1,64.87489,-11.19013,238.7
2016,1,5,6,1,4,2,0,1,65.13026,-11.2695825,153.364
2016,1,5,7,0,4,2,0,1,65.38563,-11.349035,286.5
2016,1,5,7,1,4,2,0,1,61.696495,-10.7296505,158.632
2016,1,5,8,0,4,2,0,1,58.00736,-10.110266,178.268
2016,1,5,8,1,4,2,0,1,51.073285,-9.0291045,197.468
2016,1,5,9,0,4,2,0,1,44.13921,-7.947943,218.332
2016,1,5,9,1,4,2,0,1,40.1899815,-6.70239865,229.9
2016,1,5,10,0,4,2,0,1,36.240753,-5.4568543,273.5
2016,1,5,10,1,4,2,0,1,33.917016,-4.42317815,259.7
2016,1,5,11,0,4,2,0,1,31.593279,-3.389502,276.668
2016,1,5,11,1,4,2,0,1,30.1291945,-2.58286135,284.864
2016,1,5,12,0,4,2,0,1,28.66511,-1.7762207,243
2016,1,5,12,1,4,2,0,1,27.866355,-1.1526245,233.1
2016,1,5,13,0,4,2,0,1,27.0676,-0.5290283,231.2
2016,1,5,13,1,4,2,0,1,27.126896,-0.16449584,241.2
2016,1,5,14,0,4,2,0,1,27.186192,0.20003662,270.4
2016,1,5,14,1,4,2,0,1,29.1824095,0.211145015,366.9
2016,1,5,15,0,4,2,0,1,31.178627,0.22225341,356.3
2016,1,5,15,1,4,2,0,1,39.96986,-0.632299795,393.6
2016,1,5,16,0,4,2,0,1,48.761093,-1.486853,396.2
2016,1,5,16,1,4,2,0,1,52.2395115,-2.23352665,293.4
2016,1,5,17,0,4,2,0,1,55.71793,-2.9802003,277.668
2016,1,5,17,1,4,2,0,1,56.8089335,-3.41182565,251.632
2016,1,5,18,0,4,2,0,1,57.899937,-3.843451,163.5
2016,1,5,18,1,4,2,0,1,59.0238735,-4.17342235,158.404
2016,1,5,19,0,4,2,0,1,60.14781,-4.5033937,150.296
2016,1,5,19,1,4,2,0,1,61.12869,-4.81180435,163.732
2016,1,5,20,0,4,2,0,1,62.10957,-5.120215,134.936
2016,1,5,20,1,4,2,0,1,63.0086785,-5.4021515,118.168
2016,1,5,21,0,4,2,0,1,63.907787,-5.684088,154.564
2016,1,5,21,1,4,2,0,1,64.9997035,-6.03212585,128.404
2016,1,5,22,0,4,2,0,1,66.09162,-6.3801637,124.3
2016,1,5,22,1,4,2,0,1,67.239845,-6.8040986,108.2
2016,1,5,23,0,4,2,0,1,68.38807,-7.2280335,95.632
2016,1,5,23,1,4,2,0,1,69.214115,-7.70688475,95.764
2016,1,6,0,0,4,3,0,1,70.04016,-8.185736,99.604
2016,1,6,0,1,4,3,0,1,70.75029,-8.6337185,86.464
2016,1,6,1,0,4,3,0,1,71.46042,-9.081701,89.264
2016,1,6,1,1,4,3,0,1,71.880975,-9.389349,109.7
2016,1,6,2,0,4,3,0,1,72.30153,-9.696997,103.9
2016,1,6,2,1,4,3,0,1,72.05208,-9.891882,92.736
2016,1,6,3,0,4,3,0,1,71.80263,-10.086767,101.6
2016,1,6,3,1,4,3,0,1,70.9876,-10.188238,109
2016,1,6,4,0,4,3,0,1,70.17257,-10.289709,101.3
2016,1,6,4,1,4,3,0,1,69.2188725,-10.338598,105.9
2016,1,6,5,0,4,3,0,1,68.265175,-10.387487,110.668
2016,1,6,5,1,4,3,0,1,67.5631105,-10.4237725,107.168
2016,1,6,6,0,4,3,0,1,66.861046,-10.460058,105.732
2016,1,6,6,1,4,3,0,1,66.303918,-10.489996,145.664
2016,1,6,7,0,4,3,0,1,65.74679,-10.519934,179.8
2016,1,6,7,1,4,3,0,1,61.79522,-9.8819485,442.9
2016,1,6,8,0,4,3,0,1,57.84365,-9.243963,435.1
2016,1,6,8,1,4,3,0,1,52.4402025,-8.0245725,893.936
2016,1,6,9,0,4,3,0,1,47.036755,-6.805182,988.596
2016,1,6,9,1,4,3,0,1,41.5891575,-5.33470775,923.536
2016,1,6,10,0,4,3,0,1,36.14156,-3.8642335,343.368
2016,1,6,10,1,4,3,0,1,33.6110755,-2.8750214,450.2306667
2016,1,6,11,0,4,3,0,1,31.080591,-1.8858093,447.5693333
2016,1,6,11,1,4,3,0,1,29.857605,-1.2127899,515.532
2016,1,6,12,0,4,3,0,1,28.634619,-0.5397705,456.268
2016,1,6,12,1,4,3,0,1,27.978673,0.009912125,266.064
2016,1,6,13,0,4,3,0,1,27.322727,0.55959475,429.368
2016,1,6,13,1,4,3,0,1,27.5043765,0.904748575,377.764
2016,1,6,14,0,4,3,0,1,27.686026,1.2499024,735.104
2016,1,6,14,1,4,3,0,1,30.240457,1.24688115,684.1
2016,1,6,15,0,4,3,0,1,32.794888,1.2438599,659.332
2016,1,6,15,1,4,3,0,1,40.205225,0.36077275,655.1
2016,1,6,16,0,4,3,0,1,47.615562,-0.5223144,730.532
2016,1,6,16,1,4,3,0,1,50.5577045,-1.45252075,518.236
2016,1,6,17,0,4,3,0,1,53.499847,-2.3827271,477.732
2016,1,6,17,1,4,3,0,1,52.5881885,-2.87355655,621.3
2016,1,6,18,0,4,3,0,1,51.67653,-3.364386,566.132
2016,1,6,18,1,4,3,0,1,50.9143435,-3.8981385,1184.504
2016,1,6,19,0,4,3,0,1,50.152157,-4.431891,1221.7
2016,1,6,19,1,4,3,0,1,50.8208735,-4.9717317,863.928
2016,1,6,20,0,4,3,0,1,51.48959,-5.5115724,381.504
2016,1,6,20,1,4,3,0,1,52.291955,-5.8585572,185.964
2016,1,6,21,0,4,3,0,1,53.09432,-6.205542,286.9
2016,1,6,21,1,4,3,0,1,53.932635,-6.4714722,724.536
2016,1,6,22,0,4,3,0,1,54.77095,-6.7374024,857.332
2016,1,6,22,1,4,3,0,1,56.477558,-7.0754762,584.864
2016,1,6,23,0,4,3,0,1,58.184166,-7.41355,818.168
2016,1,6,23,1,4,3,0,1,59.588177,-7.6952272,807.936
2016,1,7,0,0,4,4,0,1,60.992188,-7.9769044,835.832
2016,1,7,0,1,4,4,0,1,61.907433,-8.1993467,944.736
2016,1,7,1,0,4,4,0,1,62.822678,-8.421789,500.596
2016,1,7,1,1,4,4,0,1,63.561959,-8.636007,511.804
2016,1,7,2,0,4,4,0,1,64.30124,-8.850225,586.6
2016,1,7,2,1,4,4,0,1,64.893742,-9.071859,1154.132
2016,1,7,3,0,4,4,0,1,65.486244,-9.293493,520.796
2016,1,7,3,1,4,4,0,1,66.007027,-9.53500925,958.736
2016,1,7,4,0,4,4,0,1,66.52781,-9.7765255,972.032
2016,1,7,4,1,4,4,0,1,66.8004575,-9.96449875,1106.368
2016,1,7,5,0,4,4,0,1,67.073105,-10.152472,668.132
2016,1,7,5,1,4,4,0,1,67.1781575,-10.2791655,495.8
2016,1,7,6,0,4,4,0,1,67.28321,-10.405859,459.236
2016,1,7,6,1,4,4,0,1,67.147285,-10.488592,492.732
2016,1,7,7,0,4,4,0,1,67.01136,-10.571325,560.032
2016,1,7,7,1,4,4,0,1,63.335635,-10.031637,315.5
2016,1,7,8,0,4,4,0,1,59.65991,-9.491949,266.904
2016,1,7,8,1,4,4,0,1,53.905837,-8.405203,225.232
2016,1,7,9,0,4,4,0,1,48.151764,-7.318457,237.996
2016,1,7,9,1,4,4,0,1,44.247752,-6.198401,446.836
2016,1,7,10,0,4,4,0,1,40.34374,-5.078345,374.864
2016,1,7,10,1,4,4,0,1,37.9508485,-4.1500307,411.804
2016,1,7,11,0,4,4,0,1,35.557957,-3.2217164,478.668
2016,1,7,11,1,4,4,0,1,34.0718805,-2.48970645,517.796
2016,1,7,12,0,4,4,0,1,32.585804,-1.7576965,434.5
2016,1,7,12,1,4,4,0,1,31.6566075,-1.18117368,299.332
2016,1,7,13,0,4,4,0,1,30.727411,-0.60465086,378.472
2016,1,7,13,1,4,4,0,1,30.448039,-0.234640495,236.464
2016,1,7,14,0,4,4,0,1,30.168667,0.13536987,261.736
2016,1,7,14,1,4,4,0,1,31.4447805,0.167916865,292.2
2016,1,7,15,0,4,4,0,1,32.720894,0.20046386,390.296
2016,1,7,15,1,4,4,0,1,38.612642,-0.59601442,434.632
2016,1,7,16,0,4,4,0,1,44.50439,-1.3924927,390.668
2016,1,7,16,1,4,4,0,1,48.788753,-2.37482305,403.368
2016,1,7,17,0,4,4,0,1,53.073116,-3.3571534,309.068
2016,1,7,17,1,4,4,0,1,53.637411,-3.80211495,298.7
2016,1,7,18,0,4,4,0,1,54.201706,-4.2470765,161.2
2016,1,7,18,1,4,4,0,1,55.0265005,-4.66464855,132.732
2016,1,7,19,0,4,4,0,1,55.851295,-5.0822206,114.9
2016,1,7,19,1,4,4,0,1,56.7271325,-5.49422315,101.868
2016,1,7,20,0,4,4,0,1,57.60297,-5.9062257,86.032
2016,1,7,20,1,4,4,0,1,57.618908,-6.17127085,104.832
2016,1,7,21,0,4,4,0,1,57.634846,-6.436316,108.036
2016,1,7,21,1,4,4,0,1,57.785938,-6.69777535,94.532
2016,1,7,22,0,4,4,0,1,57.93703,-6.9592347,109
2016,1,7,22,1,4,4,0,1,57.8797625,-7.18193685,136.836
2016,1,7,23,0,4,4,0,1,57.822495,-7.404639,227.032
2016,1,7,23,1,4,4,0,1,58.1352975,-7.630057,91.864
2016,1,8,0,0,4,5,0,1,58.4481,-7.855475,118.732
2016,1,8,0,1,4,5,0,1,58.8049275,-8.0387785,74.136
2016,1,8,1,0,4,5,0,1,59.161755,-8.222082,132.636
2016,1,8,1,1,4,5,0,1,59.5049325,-8.37879,72.332
2016,1,8,2,0,4,5,0,1,59.84811,-8.535498,89.7
2016,1,8,2,1,4,5,0,1,60.25508,-8.6999725,118.768
2016,1,8,3,0,4,5,0,1,60.66205,-8.864447,347.4
2016,1,8,3,1,4,5,0,1,60.9303,-9.0212615,665.032
2016,1,8,4,0,4,5,0,1,61.19855,-9.178076,268.268
2016,1,8,4,1,4,5,0,1,61.523128,-9.339331,131.096
2016,1,8,5,0,4,5,0,1,61.847706,-9.500586,165.468
2016,1,8,5,1,4,5,0,1,62.202283,-9.6471005,217.8
2016,1,8,6,0,4,5,0,1,62.55686,-9.793615,631.2
2016,1,8,6,1,4,5,0,1,62.880145,-9.9460505,517.632
2016,1,8,7,0,4,5,0,1,63.20343,-10.098486,250.3
2016,1,8,7,1,4,5,0,1,60.54991,-9.696356,259.968
2016,1,8,8,0,4,5,0,1,57.89639,-9.294226,349.1
2016,1,8,8,1,4,5,0,1,52.755835,-8.26322025,500.868
2016,1,8,9,0,4,5,0,1,47.61528,-7.2322145,444.032
2016,1,8,9,1,4,5,0,1,43.83621,-6.0080476,322.432
2016,1,8,10,0,4,5,0,1,40.05714,-4.7838807,287.436
2016,1,8,10,1,4,5,0,1,37.50466,-3.80591435,388.964
2016,1,8,11,0,4,5,0,1,34.95218,-2.827948,543.504
2016,1,8,11,1,4,5,0,1,33.4279235,-2.1905426,489.128
2016,1,8,12,0,4,5,0,1,31.903667,-1.5531372,416.636
2016,1,8,12,1,4,5,0,1,31.1006475,-1.09335935,347.136
2016,1,8,13,0,4,5,0,1,30.297628,-0.6335815,272.564
2016,1,8,13,1,4,5,0,1,30.1921185,-0.337377907,229.9
2016,1,8,14,0,4,5,0,1,30.086609,-0.041174315,228.168
2016,1,8,14,1,4,5,0,1,31.8377705,-0.034735107,364.632
2016,1,8,15,0,4,5,0,1,33.588932,-0.028295899,326.864
2016,1,8,15,1,4,5,0,1,43.502566,-0.74147645,432
2016,1,8,16,0,4,5,0,1,53.4162,-1.454657,491.2
2016,1,8,16,1,4,5,0,1,55.878268,-2.0573945,491.6
2016,1,8,17,0,4,5,0,1,58.340336,-2.660132,283.2
2016,1,8,17,1,4,5,0,1,59.2575705,-3.03810745,322
2016,1,8,18,0,4,5,0,1,60.174805,-3.4160829,343.9
2016,1,8,18,1,4,5,0,1,60.962044,-3.72815565,236.336
2016,1,8,19,0,4,5,0,1,61.749283,-4.0402284,122.668
2016,1,8,19,1,4,5,0,1,62.510094,-4.3223787,114.232
2016,1,8,20,0,4,5,0,1,63.270905,-4.604529,122.868
2016,1,8,20,1,4,5,0,1,64.005005,-4.84113175,112.1
2016,1,8,21,0,4,5,0,1,64.739105,-5.0777345,119.996
2016,1,8,21,1,4,5,0,1,65.0770125,-5.23062755,105.768
2016,1,8,22,0,4,5,0,1,65.41492,-5.3835206,76.968
2016,1,8,22,1,4,5,0,1,65.712415,-5.5674653,86.132
2016,1,8,23,0,4,5,0,1,66.00991,-5.75141,80.036
2016,1,8,23,1,4,5,0,1,66.903915,-6.099875,92.564
2016,1,9,0,0,4,6,0,0,67.79792,-6.44834,100.2
2016,1,9,0,1,4,6,0,0,68.810345,-6.90672925,89.4
2016,1,9,1,0,4,6,0,0,69.82277,-7.3651185,83.6
2016,1,9,1,1,4,6,0,0,70.557915,-7.87946175,84.7
2016,1,9,2,0,4,6,0,0,71.29306,-8.393805,92.3
2016,1,9,2,1,4,6,0,0,72.003575,-8.8764405,85
2016,1,9,3,0,4,6,0,0,72.71409,-9.359076,85.2
2016,1,9,3,1,4,6,0,0,73.46343,-9.73145125,84.5
2016,1,9,4,0,4,6,0,0,74.21277,-10.1038265,92.9
2016,1,9,4,1,4,6,0,0,74.41377,-10.32790175,86.8
2016,1,9,5,0,4,6,0,0,74.61477,-10.551977,91.7
2016,1,9,5,1,4,6,0,0,74.49047,-10.7025965,94.7
2016,1,9,6,0,4,6,0,0,74.36617,-10.853216,96.7
2016,1,9,6,1,4,6,0,0,73.829125,-10.9564265,91.7
2016,1,9,7,0,4,6,0,0,73.29208,-11.059637,93.7
2016,1,9,7,1,4,6,0,0,68.923483,-10.489462,115.6
2016,1,9,8,0,4,6,0,0,64.554886,-9.919287,119.1
2016,1,9,8,1,4,6,0,0,58.793168,-8.67070615,152.6
2016,1,9,9,0,4,6,0,0,53.03145,-7.4221253,181.3
