"RecNo","Name","Data_Time","Value","Type","Equsid","Energysid","Expertsid","compsid","posisid","buildingsid","Load_Time","areaenergysid"
"1025762110","JF_2ATC_SC701109_EC","1/4/2018 00:00:00","0","1","150300000109","32",,,"4000","1503","19/4/2018 23:34:11",
"1025762111","JF_2ATC_SC701110_EC","1/4/2018 00:00:00","0","1","150300000110","32",,,"4000","1503","19/4/2018 23:34:11",
"1025762112","JF_2ATC_SC701111_EC","1/4/2018 00:00:00","0","1","150300000111","32",,,"4000","1503","19/4/2018 23:34:11",
"1025762113","JF_2ATC_SC701112_EC","1/4/2018 00:00:00","0","1","150300000112","32",,,"4000","1503","19/4/2018 23:34:11",
"1026218104","JF_2AES_SC100478_EC","1/4/2018 00:00:00","0","1","150500000078","32",,,"6000","1505","20/4/2018 01:31:14",
"1026218107","JF_2AES_SC100481_EC","1/4/2018 00:00:00","79.6","1","150500000081","32",,,"6000","1505","20/4/2018 01:31:14",
"1025762621","JF_2ATC_SC701109_EC","1/4/2018 00:30:00","0","1","150300000109","32",,,"4000","1503","19/4/2018 23:34:18",
"1025762622","JF_2ATC_SC701110_EC","1/4/2018 00:30:00","0","1","150300000110","32",,,"4000","1503","19/4/2018 23:34:18",
"1025762623","JF_2ATC_SC701111_EC","1/4/2018 00:30:00","0","1","150300000111","32",,,"4000","1503","19/4/2018 23:34:18",
"1025762624","JF_2ATC_SC701112_EC","1/4/2018 00:30:00","0","1","150300000112","32",,,"4000","1503","19/4/2018 23:34:18",
"1026218231","JF_2AES_SC100478_EC","1/4/2018 00:30:00","0","1","150500000078","32",,,"6000","1505","20/4/2018 01:31:18",
"1026218234","JF_2AES_SC100481_EC","1/4/2018 00:30:00","77.2","1","150500000081","32",,,"6000","1505","20/4/2018 01:31:18",
"1025763132","JF_2ATC_SC701109_EC","1/4/2018 01:00:00","0","1","150300000109","32",,,"4000","1503","19/4/2018 23:34:25",
"1025763133","JF_2ATC_SC701110_EC","1/4/2018 01:00:00","0","1","150300000110","32",,,"4000","1503","19/4/2018 23:34:25",
"1025763134","JF_2ATC_SC701111_EC","1/4/2018 01:00:00","0","1","150300000111","32",,,"4000","1503","19/4/2018 23:34:25",
"1025763135","JF_2ATC_SC701112_EC","1/4/2018 01:00:00","0","1","150300000112","32",,,"4000","1503","19/4/2018 23:34:25",
"1026218358","JF_2AES_SC100478_EC","1/4/2018 01:00:00","0","1","150500000078","32",,,"6000","1505","20/4/2018 01:31:24",
"1026218361","JF_2AES_SC100481_EC","1/4/2018 01:00:00","77.5","1","150500000081","32",,,"6000","1505","20/4/2018 01:31:24",
"1025763643","JF_2ATC_SC701109_EC","1/4/2018 01:30:00","0","1","150300000109","32",,,"4000","1503","19/4/2018 23:34:32",
"1025763644","JF_2ATC_SC701110_EC","1/4/2018 01:30:00","0","1","150300000110","32",,,"4000","1503","19/4/2018 23:34:32",
"1025763645","JF_2ATC_SC701111_EC","1/4/2018 01:30:00","0","1","150300000111","32",,,"4000","1503","19/4/2018 23:34:32",
"1025763646","JF_2ATC_SC701112_EC","1/4/2018 01:30:00","0","1","150300000112","32",,,"4000","1503","19/4/2018 23:34:32",
"1026218485","JF_2AES_SC100478_EC","1/4/2018 01:30:00","0","1","150500000078","32",,,"6000","1505","20/4/2018 01:31:28",
"1026218488","JF_2AES_SC100481_EC","1/4/2018 01:30:00","78.4","1","150500000081","32",,,"6000","1505","20/4/2018 01:31:28",
