"RecNo","Name","Data_Time","Value","Type","Equsid","Energysid","Expertsid","compsid","posisid","buildingsid","Load_Time","areaenergysid"
"1007991474","JF_2ATC_SC701109_EC","1/3/2018 00:00:00","0","1","150300000109","32",,,"4000","1503","14/4/2018 20:53:03",
"1007991475","JF_2ATC_SC701110_EC","1/3/2018 00:00:00","0","1","150300000110","32",,,"4000","1503","14/4/2018 20:53:03",
"1007991476","JF_2ATC_SC701111_EC","1/3/2018 00:00:00","0","1","150300000111","32",,,"4000","1503","14/4/2018 20:53:03",
"1007991477","JF_2ATC_SC701112_EC","1/3/2018 00:00:00","0","1","150300000112","32",,,"4000","1503","14/4/2018 20:53:03",
"1008650699","JF_2AES_SC100478_EC","1/3/2018 00:00:00","0","1","150500000078","32",,,"6000","1505","14/4/2018 23:40:23",
"1008650702","JF_2AES_SC100481_EC","1/3/2018 00:00:00","113.5","1","150500000081","32",,,"6000","1505","14/4/2018 23:40:23",
"1007991985","JF_2ATC_SC701109_EC","1/3/2018 00:30:00","0","1","150300000109","32",,,"4000","1503","14/4/2018 20:53:10",
"1007991986","JF_2ATC_SC701110_EC","1/3/2018 00:30:00","0","1","150300000110","32",,,"4000","1503","14/4/2018 20:53:10",
"1007991987","JF_2ATC_SC701111_EC","1/3/2018 00:30:00","0","1","150300000111","32",,,"4000","1503","14/4/2018 20:53:10",
"1007991988","JF_2ATC_SC701112_EC","1/3/2018 00:30:00","0","1","150300000112","32",,,"4000","1503","14/4/2018 20:53:10",
"1008650826","JF_2AES_SC100478_EC","1/3/2018 00:30:00","0","1","150500000078","32",,,"6000","1505","14/4/2018 23:40:28",
"1008650829","JF_2AES_SC100481_EC","1/3/2018 00:30:00","108.5","1","150500000081","32",,,"6000","1505","14/4/2018 23:40:28",
"1007992496","JF_2ATC_SC701109_EC","1/3/2018 01:00:00","0","1","150300000109","32",,,"4000","1503","14/4/2018 20:53:17",
"1007992497","JF_2ATC_SC701110_EC","1/3/2018 01:00:00","0","1","150300000110","32",,,"4000","1503","14/4/2018 20:53:17",
"1007992498","JF_2ATC_SC701111_EC","1/3/2018 01:00:00","0","1","150300000111","32",,,"4000","1503","14/4/2018 20:53:17",
"1007992499","JF_2ATC_SC701112_EC","1/3/2018 01:00:00","0","1","150300000112","32",,,"4000","1503","14/4/2018 20:53:17",
"1008650953","JF_2AES_SC100478_EC","1/3/2018 01:00:00","0","1","150500000078","32",,,"6000","1505","14/4/2018 23:40:32",
"1008650956","JF_2AES_SC100481_EC","1/3/2018 01:00:00","107.7","1","150500000081","32",,,"6000","1505","14/4/2018 23:40:32",
"1007993007","JF_2ATC_SC701109_EC","1/3/2018 01:30:00","0","1","150300000109","32",,,"4000","1503","14/4/2018 20:53:24",
"1007993008","JF_2ATC_SC701110_EC","1/3/2018 01:30:00","0","1","150300000110","32",,,"4000","1503","14/4/2018 20:53:24",
"1007993009","JF_2ATC_SC701111_EC","1/3/2018 01:30:00","0","1","150300000111","32",,,"4000","1503","14/4/2018 20:53:24",
"1007993010","JF_2ATC_SC701112_EC","1/3/2018 01:30:00","0","1","150300000112","32",,,"4000","1503","14/4/2018 20:53:24",
"1008651080","JF_2AES_SC100478_EC","1/3/2018 01:30:00","0","1","150500000078","32",,,"6000","1505","14/4/2018 23:40:37",
