"RecNo","Name","Data_Time","Value","Type","Equsid","Energysid","Expertsid","compsid","posisid","buildingsid","Load_Time","areaenergysid"
"434108040","JF_2ATC_SC701109_EC","1/7/2016 00:00:00","13.568","1","150300000109","32",,,"4000","1503","5/7/2016 14:55:37",
"434108041","JF_2ATC_SC701110_EC","1/7/2016 00:00:00","0","1","150300000110","32",,,"4000","1503","5/7/2016 14:55:37",
"434108042","JF_2ATC_SC701111_EC","1/7/2016 00:00:00","0","1","150300000111","32",,,"4000","1503","5/7/2016 14:55:37",
"434108043","JF_2ATC_SC701112_EC","1/7/2016 00:00:00","0","1","150300000112","32",,,"4000","1503","5/7/2016 14:55:37",
"434234481","JF_2AES_SC100478_EC","1/7/2016 00:00:00","0","1","150500000078","32",,,"6000","1505","5/7/2016 18:58:15",
"434234483","JF_2AES_SC100481_EC","1/7/2016 00:00:00","99.4","1","150500000081","32",,,"6000","1505","5/7/2016 18:58:15",
"434108551","JF_2ATC_SC701109_EC","1/7/2016 00:30:00","0","1","150300000109","32",,,"4000","1503","5/7/2016 14:55:48",
"434108552","JF_2ATC_SC701110_EC","1/7/2016 00:30:00","0","1","150300000110","32",,,"4000","1503","5/7/2016 14:55:48",
"434108553","JF_2ATC_SC701111_EC","1/7/2016 00:30:00","0","1","150300000111","32",,,"4000","1503","5/7/2016 14:55:48",
"434108554","JF_2ATC_SC701112_EC","1/7/2016 00:30:00","0","1","150300000112","32",,,"4000","1503","5/7/2016 14:55:48",
"434234608","JF_2AES_SC100478_EC","1/7/2016 00:30:00","0","1","150500000078","32",,,"6000","1505","5/7/2016 18:58:25",
"434234610","JF_2AES_SC100481_EC","1/7/2016 00:30:00","120.5","1","150500000081","32",,,"6000","1505","5/7/2016 18:58:25",
"434109062","JF_2ATC_SC701109_EC","1/7/2016 01:00:00","0","1","150300000109","32",,,"4000","1503","5/7/2016 14:56:00",
"434109063","JF_2ATC_SC701110_EC","1/7/2016 01:00:00","0","1","150300000110","32",,,"4000","1503","5/7/2016 14:56:00",
"434109064","JF_2ATC_SC701111_EC","1/7/2016 01:00:00","0","1","150300000111","32",,,"4000","1503","5/7/2016 14:56:00",
