"RecNo","Name","Data_Time","Value","Type","Equsid","Energysid","Expertsid","compsid","posisid","buildingsid","Load_Time","areaenergysid"
"902644586","JF_2ATC_SC701109_EC","1/11/2017 00:00:00","0","1","150300000109","32",,,"4000","1503","10/11/2017 03:27:33",
"902644587","JF_2ATC_SC701110_EC","1/11/2017 00:00:00","0","1","150300000110","32",,,"4000","1503","10/11/2017 03:27:33",
"902644588","JF_2ATC_SC701111_EC","1/11/2017 00:00:00","0","1","150300000111","32",,,"4000","1503","10/11/2017 03:27:33",
"902644589","JF_2ATC_SC701112_EC","1/11/2017 00:00:00","0","1","150300000112","32",,,"4000","1503","10/11/2017 03:27:33",
"902844161","JF_2AES_SC100478_EC","1/11/2017 00:00:00","0","1","150500000078","32",,,"6000","1505","10/11/2017 05:50:08",
"902844164","JF_2AES_SC100481_EC","1/11/2017 00:00:00","66.3","1","150500000081","32",,,"6000","1505","10/11/2017 05:50:08",
"902645097","JF_2ATC_SC701109_EC","1/11/2017 00:30:00","1.024","1","150300000109","32",,,"4000","1503","10/11/2017 03:27:46",
"902645098","JF_2ATC_SC701110_EC","1/11/2017 00:30:00","0","1","150300000110","32",,,"4000","1503","10/11/2017 03:27:46",
"902645099","JF_2ATC_SC701111_EC","1/11/2017 00:30:00","0","1","150300000111","32",,,"4000","1503","10/11/2017 03:27:46",
"902645100","JF_2ATC_SC701112_EC","1/11/2017 00:30:00","0","1","150300000112","32",,,"4000","1503","10/11/2017 03:27:46",
"902844288","JF_2AES_SC100478_EC","1/11/2017 00:30:00","0","1","150500000078","32",,,"6000","1505","10/11/2017 05:50:18",
"902844291","JF_2AES_SC100481_EC","1/11/2017 00:30:00","57","1","150500000081","32",,,"6000","1505","10/11/2017 05:50:18",
"902645608","JF_2ATC_SC701109_EC","1/11/2017 01:00:00","62.976","1","150300000109","32",,,"4000","1503","10/11/2017 03:27:59",
"902645609","JF_2ATC_SC701110_EC","1/11/2017 01:00:00","0","1","150300000110","32",,,"4000","1503","10/11/2017 03:27:59",
"902645610","JF_2ATC_SC701111_EC","1/11/2017 01:00:00","0","1","150300000111","32",,,"4000","1503","10/11/2017 03:27:59",
"902645611","JF_2ATC_SC701112_EC","1/11/2017 01:00:00","0","1","150300000112","32",,,"4000","1503","10/11/2017 03:27:59",
"902844415","JF_2AES_SC100478_EC","1/11/2017 01:00:00","0","1","150500000078","32",,,"6000","1505","10/11/2017 05:50:29",
"902844418","JF_2AES_SC100481_EC","1/11/2017 01:00:00","4.7","1","150500000081","32",,,"6000","1505","10/11/2017 05:50:29",
"902646119","JF_2ATC_SC701109_EC","1/11/2017 01:30:00","45.056","1","150300000109","32",,,"4000","1503","10/11/2017 03:28:12",
"902646120","JF_2ATC_SC701110_EC","1/11/2017 01:30:00","0","1","150300000110","32",,,"4000","1503","10/11/2017 03:28:12",
"902646121","JF_2ATC_SC701111_EC","1/11/2017 01:30:00","0","1","150300000111","32",,,"4000","1503","10/11/2017 03:28:12",
"902646122","JF_2ATC_SC701112_EC","1/11/2017 01:30:00","0","1","150300000112","32",,,"4000","1503","10/11/2017 03:28:12",
"902844542","JF_2AES_SC100478_EC","1/11/2017 01:30:00","0","1","150500000078","32",,,"6000","1505","10/11/2017 05:50:42",
"902844545","JF_2AES_SC100481_EC","1/11/2017 01:30:00","1.6","1","150500000081","32",,,"6000","1505","10/11/2017 05:50:42",
"902646630","JF_2ATC_SC701109_EC","1/11/2017 02:00:00","105.984","1","150300000109","32",,,"4000","1503","10/11/2017 03:28:24",
"902646631","JF_2ATC_SC701110_EC","1/11/2017 02:00:00","0","1","150300000110","32",,,"4000","1503","10/11/2017 03:28:24",
"902646632","JF_2ATC_SC701111_EC","1/11/2017 02:00:00","0","1","150300000111","32",,,"4000","1503","10/11/2017 03:28:24",
"902646633","JF_2ATC_SC701112_EC","1/11/2017 02:00:00","0","1","150300000112","32",,,"4000","1503","10/11/2017 03:28:24",
"902844669","JF_2AES_SC100478_EC","1/11/2017 02:00:00","0","1","150500000078","32",,,"6000","1505","10/11/2017 05:50:54",
"902844672","JF_2AES_SC100481_EC","1/11/2017 02:00:00","45","1","150500000081","32",,,"6000","1505","10/11/2017 05:50:54",
"902647141","JF_2ATC_SC701109_EC","1/11/2017 02:30:00","151.04","1","150300000109","32",,,"4000","1503","10/11/2017 03:28:36",
"902647142","JF_2ATC_SC701110_EC","1/11/2017 02:30:00","0","1","150300000110","32",,,"4000","1503","10/11/2017 03:28:36",
"902647143","JF_2ATC_SC701111_EC","1/11/2017 02:30:00","0","1","150300000111","32",,,"4000","1503","10/11/2017 03:28:36",
"902647144","JF_2ATC_SC701112_EC","1/11/2017 02:30:00","0","1","150300000112","32",,,"4000","1503","10/11/2017 03:28:36",
"902844796","JF_2AES_SC100478_EC","1/11/2017 02:30:00","0","1","150500000078","32",,,"6000","1505","10/11/2017 05:51:04",
"902844799","JF_2AES_SC100481_EC","1/11/2017 02:30:00","82","1","150500000081","32",,,"6000","1505","10/11/2017 05:51:04",
"902647652","JF_2ATC_SC701109_EC","1/11/2017 03:00:00","62.464","1","150300000109","32",,,"4000","1503","10/11/2017 03:28:49",
"902647653","JF_2ATC_SC701110_EC","1/11/2017 03:00:00","0","1","150300000110","32",,,"4000","1503","10/11/2017 03:28:49",
"902647654","JF_2ATC_SC701111_EC","1/11/2017 03:00:00","0","1","150300000111","32",,,"4000","1503","10/11/2017 03:28:49",
"902647655","JF_2ATC_SC701112_EC","1/11/2017 03:00:00","0","1","150300000112","32",,,"4000","1503","10/11/2017 03:28:49",
"902844923","JF_2AES_SC100478_EC","1/11/2017 03:00:00","0","1","150500000078","32",,,"6000","1505","10/11/2017 05:51:15",
"902844926","JF_2AES_SC100481_EC","1/11/2017 03:00:00","14.3","1","150500000081","32",,,"6000","1505","10/11/2017 05:51:15",
"902648163","JF_2ATC_SC701109_EC","1/11/2017 03:30:00","145.408","1","150300000109","32",,,"4000","1503","10/11/2017 03:29:01",
"902648164","JF_2ATC_SC701110_EC","1/11/2017 03:30:00","0","1","150300000110","32",,,"4000","1503","10/11/2017 03:29:01",
"902648165","JF_2ATC_SC701111_EC","1/11/2017 03:30:00","0","1","150300000111","32",,,"4000","1503","10/11/2017 03:29:01",
"902648166","JF_2ATC_SC701112_EC","1/11/2017 03:30:00","0","1","150300000112","32",,,"4000","1503","10/11/2017 03:29:01",
"902845050","JF_2AES_SC100478_EC","1/11/2017 03:30:00","0","1","150500000078","32",,,"6000","1505","10/11/2017 05:51:24",
"902845053","JF_2AES_SC100481_EC","1/11/2017 03:30:00","81.9","1","150500000081","32",,,"6000","1505","10/11/2017 05:51:24",
"902648674","JF_2ATC_SC701109_EC","1/11/2017 04:00:00","403.456","1","150300000109","32",,,"4000","1503","10/11/2017 03:29:14",
"902648675","JF_2ATC_SC701110_EC","1/11/2017 04:00:00","0","1","150300000110","32",,,"4000","1503","10/11/2017 03:29:14",
"902648676","JF_2ATC_SC701111_EC","1/11/2017 04:00:00","0","1","150300000111","32",,,"4000","1503","10/11/2017 03:29:14",
"902648677","JF_2ATC_SC701112_EC","1/11/2017 04:00:00","0","1","150300000112","32",,,"4000","1503","10/11/2017 03:29:14",
"902845177","JF_2AES_SC100478_EC","1/11/2017 04:00:00","0","1","150500000078","32",,,"6000","1505","10/11/2017 05:51:35",
"902845180","JF_2AES_SC100481_EC","1/11/2017 04:00:00","313.3","1","150500000081","32",,,"6000","1505","10/11/2017 05:51:35",
"902649185","JF_2ATC_SC701109_EC","1/11/2017 04:30:00","681.472","1","150300000109","32",,,"4000","1503","10/11/2017 03:29:26",
"902649186","JF_2ATC_SC701110_EC","1/11/2017 04:30:00","0","1","150300000110","32",,,"4000","1503","10/11/2017 03:29:26",
"902649187","JF_2ATC_SC701111_EC","1/11/2017 04:30:00","0","1","150300000111","32",,,"4000","1503","10/11/2017 03:29:26",
