"RecNo","Name","Data_Time","Value","Type","Equsid","Energysid","Expertsid","compsid","posisid","buildingsid","Load_Time","areaenergysid"
"375847763","JF_2ATC_SC701109_EC","1/4/2016 00:00:00","266.368","1","150300000109","32",,,"4000","1503","7/5/2016 05:14:39",
"375847764","JF_2ATC_SC701110_EC","1/4/2016 00:00:00","0","1","150300000110","32",,,"4000","1503","7/5/2016 05:14:39",
"375847765","JF_2ATC_SC701111_EC","1/4/2016 00:00:00","0","1","150300000111","32",,,"4000","1503","7/5/2016 05:14:39",
"375847766","JF_2ATC_SC701112_EC","1/4/2016 00:00:00","0","1","150300000112","32",,,"4000","1503","7/5/2016 05:14:39",
"377619892","JF_2AES_SC100478_EC","1/4/2016 00:00:00","0","1","150500000078","32",,,"6000","1505","8/5/2016 01:44:33",
"377619894","JF_2AES_SC100481_EC","1/4/2016 00:00:00","151.3","1","150500000081","32",,,"6000","1505","8/5/2016 01:44:33",
"375848274","JF_2ATC_SC701109_EC","1/4/2016 00:30:00","224","1","150300000109","32",,,"4000","1503","7/5/2016 05:15:44",
"375848275","JF_2ATC_SC701110_EC","1/4/2016 00:30:00","0","1","150300000110","32",,,"4000","1503","7/5/2016 05:15:44",
"375848276","JF_2ATC_SC701111_EC","1/4/2016 00:30:00","0","1","150300000111","32",,,"4000","1503","7/5/2016 05:15:44",
"375848277","JF_2ATC_SC701112_EC","1/4/2016 00:30:00","0","1","150300000112","32",,,"4000","1503","7/5/2016 05:15:44",
"377620019","JF_2AES_SC100478_EC","1/4/2016 00:30:00","0","1","150500000078","32",,,"6000","1505","8/5/2016 01:44:38",
"377620021","JF_2AES_SC100481_EC","1/4/2016 00:30:00","120.3","1","150500000081","32",,,"6000","1505","8/5/2016 01:44:38",
"375848785","JF_2ATC_SC701109_EC","1/4/2016 01:00:00","112.896","1","150300000109","32",,,"4000","1503","7/5/2016 05:16:43",
"375848786","JF_2ATC_SC701110_EC","1/4/2016 01:00:00","0","1","150300000110","32",,,"4000","1503","7/5/2016 05:16:43",
"375848787","JF_2ATC_SC701111_EC","1/4/2016 01:00:00","0","1","150300000111","32",,,"4000","1503","7/5/2016 05:16:43",
