"RecNo","Name","Data_Time","Value","Type","Equsid","Energysid","Expertsid","compsid","posisid","buildingsid","Load_Time","areaenergysid"
"849581641","JF_2ATC_SC701109_EC","1/9/2017 00:00:00","37.888","1","150300000109","32",,,"4000","1503","1/9/2017 12:02:19",
"849581642","JF_2ATC_SC701110_EC","1/9/2017 00:00:00","0","1","150300000110","32",,,"4000","1503","1/9/2017 12:02:19",
"849581643","JF_2ATC_SC701111_EC","1/9/2017 00:00:00","0","1","150300000111","32",,,"4000","1503","1/9/2017 12:02:19",
"849581644","JF_2ATC_SC701112_EC","1/9/2017 00:00:00","0","1","150300000112","32",,,"4000","1503","1/9/2017 12:02:19",
"849585850","JF_2AES_SC100478_EC","1/9/2017 00:00:00","0","1","150500000078","32",,,"6000","1505","1/9/2017 12:50:33",
"849585853","JF_2AES_SC100481_EC","1/9/2017 00:00:00","131.2","1","150500000081","32",,,"6000","1505","1/9/2017 12:50:33",
"849582152","JF_2ATC_SC701109_EC","1/9/2017 00:30:00","7.168","1","150300000109","32",,,"4000","1503","1/9/2017 12:03:01",
"849582153","JF_2ATC_SC701110_EC","1/9/2017 00:30:00","0","1","150300000110","32",,,"4000","1503","1/9/2017 12:03:01",
"849582154","JF_2ATC_SC701111_EC","1/9/2017 00:30:00","0","1","150300000111","32",,,"4000","1503","1/9/2017 12:03:01",
"849582155","JF_2ATC_SC701112_EC","1/9/2017 00:30:00","0","1","150300000112","32",,,"4000","1503","1/9/2017 12:03:01",
"849585977","JF_2AES_SC100478_EC","1/9/2017 00:30:00","0","1","150500000078","32",,,"6000","1505","1/9/2017 12:51:28",
"849585980","JF_2AES_SC100481_EC","1/9/2017 00:30:00","109.9","1","150500000081","32",,,"6000","1505","1/9/2017 12:51:28",
"849997562","JF_2ATC_SC701109_EC","1/9/2017 01:00:00","0","1","150300000109","32",,,"4000","1503","2/9/2017 01:17:04",
"849997563","JF_2ATC_SC701110_EC","1/9/2017 01:00:00","0","1","150300000110","32",,,"4000","1503","2/9/2017 01:17:04",
"849997564","JF_2ATC_SC701111_EC","1/9/2017 01:00:00","0","1","150300000111","32",,,"4000","1503","2/9/2017 01:17:04",
