"RecNo","Name","Data_Time","Value","Type","Equsid","Energysid","Expertsid","compsid","posisid","buildingsid","Load_Time","areaenergysid"
"460306640","JF_2AES_SC100478_EC","1/8/2016 00:00:00","0","1","150500000078","32",,,"6000","1505","1/8/2016 00:39:10",
"460306642","JF_2AES_SC100481_EC","1/8/2016 00:00:00","133.1","1","150500000081","32",,,"6000","1505","1/8/2016 00:39:10",
"461001712","JF_2ATC_SC701109_EC","1/8/2016 00:00:00","0","1","150300000109","32",,,"4000","1503","1/8/2016 14:53:47",
"461001713","JF_2ATC_SC701110_EC","1/8/2016 00:00:00","0","1","150300000110","32",,,"4000","1503","1/8/2016 14:53:47",
"461001714","JF_2ATC_SC701111_EC","1/8/2016 00:00:00","0","1","150300000111","32",,,"4000","1503","1/8/2016 14:53:47",
"461001715","JF_2ATC_SC701112_EC","1/8/2016 00:00:00","0","1","150300000112","32",,,"4000","1503","1/8/2016 14:53:47",
"460314901","JF_2AES_SC100478_EC","1/8/2016 00:30:00","0","1","150500000078","32",,,"6000","1505","1/8/2016 01:07:09",
"460314903","JF_2AES_SC100481_EC","1/8/2016 00:30:00","143.3","1","150500000081","32",,,"6000","1505","1/8/2016 01:07:09",
"461002223","JF_2ATC_SC701109_EC","1/8/2016 00:30:00","0","1","150300000109","32",,,"4000","1503","1/8/2016 14:53:58",
"461002224","JF_2ATC_SC701110_EC","1/8/2016 00:30:00","0","1","150300000110","32",,,"4000","1503","1/8/2016 14:53:58",
"461002225","JF_2ATC_SC701111_EC","1/8/2016 00:30:00","0","1","150300000111","32",,,"4000","1503","1/8/2016 14:53:58",
"461002226","JF_2ATC_SC701112_EC","1/8/2016 00:30:00","0","1","150300000112","32",,,"4000","1503","1/8/2016 14:53:58",
"460323162","JF_2AES_SC100478_EC","1/8/2016 01:00:00","0","1","150500000078","32",,,"6000","1505","1/8/2016 01:37:34",
"460323164","JF_2AES_SC100481_EC","1/8/2016 01:00:00","132.9","1","150500000081","32",,,"6000","1505","1/8/2016 01:37:34",
"461002734","JF_2ATC_SC701109_EC","1/8/2016 01:00:00","0","1","150300000109","32",,,"4000","1503","1/8/2016 14:54:10",
"461002735","JF_2ATC_SC701110_EC","1/8/2016 01:00:00","0","1","150300000110","32",,,"4000","1503","1/8/2016 14:54:10",
"461002736","JF_2ATC_SC701111_EC","1/8/2016 01:00:00","0","1","150300000111","32",,,"4000","1503","1/8/2016 14:54:10",
"461002737","JF_2ATC_SC701112_EC","1/8/2016 01:00:00","0","1","150300000112","32",,,"4000","1503","1/8/2016 14:54:10",
