"RecNo","Name","Data_Time","Value","Type","Equsid","Energysid","Expertsid","compsid","posisid","buildingsid","Load_Time","areaenergysid"
"374376080","JF_2ATC_SC701109_EC","1/2/2016 00:00:00","0","1","150300000109","32",,,"4000","1503","6/5/2016 02:20:48",
"374376081","JF_2ATC_SC701110_EC","1/2/2016 00:00:00","0","1","150300000110","32",,,"4000","1503","6/5/2016 02:20:48",
"374376082","JF_2ATC_SC701111_EC","1/2/2016 00:00:00","0","1","150300000111","32",,,"4000","1503","6/5/2016 02:20:48",
"374376083","JF_2ATC_SC701112_EC","1/2/2016 00:00:00","0","1","150300000112","32",,,"4000","1503","6/5/2016 02:20:48",
"377254132","JF_2AES_SC100478_EC","1/2/2016 00:00:00","0","1","150500000078","32",,,"6000","1505","7/5/2016 21:46:37",
"377254134","JF_2AES_SC100481_EC","1/2/2016 00:00:00","104.2","1","150500000081","32",,,"6000","1505","7/5/2016 21:46:37",
"374376591","JF_2ATC_SC701109_EC","1/2/2016 00:30:00","0","1","150300000109","32",,,"4000","1503","6/5/2016 02:21:10",
"374376592","JF_2ATC_SC701110_EC","1/2/2016 00:30:00","0","1","150300000110","32",,,"4000","1503","6/5/2016 02:21:10",
"374376593","JF_2ATC_SC701111_EC","1/2/2016 00:30:00","0","1","150300000111","32",,,"4000","1503","6/5/2016 02:21:10",
"374376594","JF_2ATC_SC701112_EC","1/2/2016 00:30:00","0","1","150300000112","32",,,"4000","1503","6/5/2016 02:21:10",
"377254259","JF_2AES_SC100478_EC","1/2/2016 00:30:00","0","1","150500000078","32",,,"6000","1505","7/5/2016 21:46:42",
"377254261","JF_2AES_SC100481_EC","1/2/2016 00:30:00","101.7","1","150500000081","32",,,"6000","1505","7/5/2016 21:46:42",
"374377102","JF_2ATC_SC701109_EC","1/2/2016 01:00:00","0","1","150300000109","32",,,"4000","1503","6/5/2016 02:21:32",
"374377103","JF_2ATC_SC701110_EC","1/2/2016 01:00:00","0","1","150300000110","32",,,"4000","1503","6/5/2016 02:21:32",
"374377104","JF_2ATC_SC701111_EC","1/2/2016 01:00:00","0","1","150300000111","32",,,"4000","1503","6/5/2016 02:21:32",
"374377105","JF_2ATC_SC701112_EC","1/2/2016 01:00:00","0","1","150300000112","32",,,"4000","1503","6/5/2016 02:21:32",
"377254386","JF_2AES_SC100478_EC","1/2/2016 01:00:00","0","1","150500000078","32",,,"6000","1505","7/5/2016 21:46:51",
